,domain,nb_item,nb_item_search,nb_item_bought,413163,
5746,MLM-KITCHEN_FORKS,5,3,0,413163,100%
5747,MLM-BICYCLE_SHIFTERS,11,10,0,413163,100%
5748,MLB-TOILETS,169,379,0,413163,100%
5749,MLM-TOY_GARAGES_AND_GAS_STATIONS,4,4,0,413163,100%
5751,MLM-PANTY_LINERS,1,5,0,413163,100%
5754,MLB-CHISELS,89,140,0,413163,100%
5755,MLM-ENGINE_COOLING_FAN_SWITCHES,8,11,0,413163,100%
5757,MLM-REFRIGERATOR_AND_FREEZER_CONTROL_BOARDS,1,1,0,413163,100%
5758,MLM-AUTOMOTIVE_AIR_SUSPENSION_KITS,1,1,0,413163,100%
5759,MLM-FOOD_STORAGE_CONTAINERS,2,1,0,413163,100%
5760,MLM-BATHROOM_EXHAUST_FANS,7,8,0,413163,100%
5761,MLM-CLASSICAL_GUITARS,8,17,0,413163,100%
5762,MLM-PROJECTOR_CASES_AND_BAGS,2,7,0,413163,100%
5763,MLM-MEDICAL_ULTRASOUND_SCANNERS,4,6,0,413163,100%
5764,MLM-BICYCLE_SEAT_COVERS,2,2,0,413163,100%
5769,MLB-BATH_SPONGES,38,49,0,413163,100%
5770,MLM-INTAKE_MANIFOLD_GASKET_SETS,4,3,0,413163,100%
5771,MLM-ALLERGY_MEDICINES,2,1,0,413163,100%
5773,MLM-GOLF_SHOES,4,4,0,413163,100%
5774,MLM-PLASTIC_INJECTION_MOLDS,4,5,0,413163,100%
5775,MLB-CARBURETOR_GASKET_SETS,29,34,0,413163,100%
5776,MLB-AUTOMOTIVE_SIDE_VIEW_MIRROR_SWITCHES,31,69,0,413163,100%
5777,MLM-POKER_SETS,3,3,0,413163,100%
5779,MLB-SWAY_BARS,57,66,0,413163,100%
5780,MLM-GPS_ANTENNAS,2,2,0,413163,100%
5781,MLM-VOLUMETRIC_FILLERS,3,12,0,413163,100%
5783,MLM-AUTOMOTIVE_SUNROOF_SWITCHES,3,3,0,413163,100%
5784,MLM-DIAPER_BAG_SETS,1,1,0,413163,100%
5785,MLB-HAIR_REMOVAL_STRIPS,56,108,0,413163,100%
5786,MLB-BIO_FIREPLACES,27,62,0,413163,100%
5787,MLM-BICYCLE_RACKS,1,1,0,413163,100%
5788,MLM-AUTOMOTIVE_CRANKSHAFT_GEARS,2,3,0,413163,100%
5789,MLM-SYRINGES,4,4,0,413163,100%
5790,MLB-YARNS,86,133,0,413163,100%
5791,MLB-SPORT_AND_MEDICAL_BANDAGES,62,148,0,413163,100%
5792,MLM-ANIMAL_PASTURE_BALES,1,0,0,413163,100%
5793,MLB-WALKIE_TALKIE_CHARGERS,20,13,0,413163,100%
5794,MLB-MOTORCYCLE_ENGINE_OIL_PANS,50,58,0,413163,100%
5795,MLM-ELECTRIC_GUN_GLUE_STICKS,2,2,0,413163,100%
5796,MLB-CUFFLINKS,17,14,0,413163,100%
5799,MLM-MECHANIC_CREEPERS,1,0,0,413163,100%
5802,MLB-WELDING_CURTAINS,12,7,0,413163,100%
5803,MLM-DECORATIVE_BARRELS,2,1,0,413163,100%
5805,MLB-MODEL_AIRCRAFT_RADIO_CONTROLS,48,53,0,413163,100%
5808,MLB-BABY_DIAPERS,37,53,0,413163,100%
5809,MLB-AUTOMOTIVE_FUSE_BOX_COVERS,15,17,0,413163,100%
5810,MLM-AQUARIUM_SKIMMERS,2,1,0,413163,100%
5814,MLB-MANUAL_SHEAR_SCISSORS,31,91,0,413163,100%
5816,MLM-REAR_WHEEL_HUBS_BEARING_ASSEMBLY,4,2,0,413163,100%
5817,MLB-AUTOMOTIVE_ENGINE_CAMSHAFT_TIMING_GEARS,9,8,0,413163,100%
5819,MLB-CARABINERS,32,47,0,413163,100%
5820,MLB-PASTA_MACHINES,114,164,0,413163,100%
5822,MLM-TANDEM_CHAIRS,8,10,0,413163,100%
5824,MLB-KIDS_BOWLING_GAMES,17,26,0,413163,100%
5825,MLB-FENCE_ORNAMENTS,6,8,0,413163,100%
5827,MLM-TRUMPET_MOUTHPIECES,6,6,0,413163,100%
5828,MLM-LAUNDRY_ROOM_CABINETS,1,1,0,413163,100%
5829,MLB-RACKET_STRINGS,33,19,0,413163,100%
5830,MLM-GRIPS_AND_OVERGRIPS,7,7,0,413163,100%
5831,MLM-BEER_BREWING_EQUIPMENTS,3,2,0,413163,100%
5832,MLM-STOVETOP_POPCORN_POPPERS,1,1,0,413163,100%
5833,MLM-INFLATABLES_AND_MECHANIC_BULLS_RENTAL_SERVICES,8,11,0,413163,100%
5834,MLB-SCISSORS,79,137,0,413163,100%
5837,MLB-NAUTICAL_FUEL_TANKS,44,61,0,413163,100%
5839,MLM-FISH_TANK_CO2_DIFFUSERS,3,2,0,413163,100%
5841,MLM-CELLPHONE_SOFTWARE,1,2,0,413163,100%
5842,MLB-IGNITION_KNOCK_SENSORS,40,41,0,413163,100%
5844,MLM-DECORATIVE_CHRISTMAS_BOOTS,3,4,0,413163,100%
5845,MLM-BICYCLE_CHAIN_GUARDS,3,4,0,413163,100%
5847,MLM-MANUAL_DOUGH_SHEETERS,2,6,0,413163,100%
5850,MLB-VEHICLE_CV_AXLES,156,153,0,413163,100%
5853,MLB-BICYCLE_BOTTOM_BRACKETS,28,41,0,413163,100%
5854,MLM-CLEANING_MOP_REPLACEMENTS,4,5,0,413163,100%
5855,MLM-HEATER_CORES,7,2,0,413163,100%
5856,MLM-INDUSTRIAL_GEARBOXES,2,2,0,413163,100%
5857,MLB-KITCHEN_SINK_CADDY_ORGANIZERS,66,90,0,413163,100%
5859,MLB-CAR_DISTRIBUTOR_ROTORS,9,10,0,413163,100%
5860,MLB-ELECTRONIC_AND_ELECTRICAL_CONTACT_CLEANERS,15,15,0,413163,100%
5863,MLB-VIBRATION_PLATFORMS,23,11,0,413163,100%
5864,MLB-LEG_WARMERS,40,59,0,413163,100%
5865,MLB-CAN_OPENERS,19,20,0,413163,100%
5866,MLM-AUTOMOTIVE_LIFTS,3,2,0,413163,100%
5867,MLM-RECIPROCATING_SAWS,2,1,0,413163,100%
5869,MLM-INDUSTRIAL_POWDER_AND_LIQUID_MIXER_MACHINES,1,1,0,413163,100%
5870,MLB-DJ_EFFECTS_PROCESSORS,103,152,0,413163,100%
5871,MLB-GEAR_HOBBING_MACHINES,4,7,0,413163,100%
5872,MLB-AUTOMOTIVE_CANISTER_PURGE_VALVES,9,4,0,413163,100%
5874,MLM-BICYCLE_KICKSTANDS,4,6,0,413163,100%
5875,MLM-EROTIC_MASSAGE_OILS,1,2,0,413163,100%
5876,MLM-EAR_COTTON_SWABS,2,4,0,413163,100%
5877,MLM-MOTORCYCLE_NECK_BRACES,1,2,0,413163,100%
5878,MLB-FORKLIFTS,55,59,0,413163,100%
5881,MLB-DRAFTING_KITS,13,26,0,413163,100%
5882,MLM-3D_PRINTER_HOTENDS,2,3,0,413163,100%
5883,MLB-CONGAS,23,17,0,413163,100%
5884,MLM-AUTOMOTIVE_HEATERS,1,1,0,413163,100%
5885,MLB-FISH_TANK_ALGAECIDES,32,18,0,413163,100%
5886,MLB-MEATS,28,33,0,413163,100%
5887,MLB-STEERING_COLUMNS,103,118,0,413163,100%
5888,MLM-PET_TRAINING_CLICKERS,1,2,0,413163,100%
5889,MLM-BINDING_COVERS,8,8,0,413163,100%
5892,MLM-SERVER_RACKS,2,0,0,413163,100%
5893,MLB-BALANCE_BICYCLES,43,72,0,413163,100%
5894,MLB-MODEL_NAVAL_SAILBOATS,8,16,0,413163,100%
5895,MLM-HYDROCHLORIC_ACID,1,0,0,413163,100%
5896,MLM-HARPS,2,2,0,413163,100%
5897,MLB-NAUTICAL_ROPES,66,82,0,413163,100%
5898,MLM-ELECTRONIC_SWITCHES,5,7,0,413163,100%
5900,MLM-AUTOMOTIVE_FUEL_TANKS,5,4,0,413163,100%
5901,MLM-DECORATIVE_TASSELS,1,1,0,413163,100%
5903,MLM-EDGE_PROTECTORS,3,5,0,413163,100%
5904,MLM-PIPE_CUTTERS,2,2,0,413163,100%
5905,MLM-ARM_SLINGS,3,3,0,413163,100%
5906,MLM-AUTOMOTIVE_SOLENOID_VALVES,1,0,0,413163,100%
5907,MLM-OTHER_PROPERTIES_FOR_SALE,2,0,0,413163,100%
5909,MLM-AUTOMOTIVE_AC_COMPRESSOR_BRACKETS,1,2,0,413163,100%
5910,MLM-LENS_CAPS,4,2,0,413163,100%
5911,MLM-TERRARIUM_HEATERS,10,10,0,413163,100%
5912,MLB-COMMERCIAL_STACKABLE_CRATES,20,27,0,413163,100%
5916,MLM-STOVETOP_GRILLS,2,2,0,413163,100%
5917,MLM-CAMPING_LANTERNS,2,3,0,413163,100%
5918,MLM-SKI_AND_SNOWBOARD_GOGGLES,6,6,0,413163,100%
5919,MLM-COUNTERFEIT_MONEY_DETECTOR_PENS,5,7,0,413163,100%
5922,MLM-NETWORK_CABLE_ADAPTERS,5,5,0,413163,100%
5924,MLB-CNC_LATHES,36,73,0,413163,100%
5926,MLB-GRAVY_BOATS,25,31,0,413163,100%
5927,MLB-PRINTER_FUSERS,53,56,0,413163,100%
5928,MLB-GARDEN_COMBUSTION_AUGERS,19,36,0,413163,100%
5929,MLM-DJ_MIXERS,1,1,0,413163,100%
5930,MLB-NAIL_POLISH_DRYER_SPRAYS,8,7,0,413163,100%
5931,MLB-CAMERA_SLIDERS,22,36,0,413163,100%
5932,MLB-DIGITAL_PIANOS,156,171,0,413163,100%
5933,MLB-ONE_PIECE_PAJAMAS,38,152,0,413163,100%
5934,MLM-DRUM_KEYS,8,8,0,413163,100%
5935,MLM-CELLPHONE_FANS,4,4,0,413163,100%
5936,MLM-TOOL_CARTS,1,1,0,413163,100%
5937,MLB-CHURRO_AND_COOKIE_PRESS_GUNS,38,55,0,413163,100%
5939,MLB-BOMBOS,26,33,0,413163,100%
5940,MLB-HABERDASHERY_LACE_EDGINGS,60,72,0,413163,100%
5942,MLB-MODEL_NAVAL_ACCESSORIES,19,29,0,413163,100%
5943,MLB-LAPTOP_REPLACEMENT_TOUCHPADS,12,10,0,413163,100%
5944,MLM-MODELISM_CONNECTORS,1,0,0,413163,100%
5945,MLB-SAFETY_HARNESSES,12,13,0,413163,100%
5948,MLM-EYEBROW_TRIMMERS,3,1,0,413163,100%
5949,MLB-SLACKLINE_KITS,24,32,0,413163,100%
5950,MLB-GARDEN_MACHINE_TRIMMER_LINES,37,45,0,413163,100%
5951,MLM-POOL_WATERFALLS,3,29,0,413163,100%
5954,MLM-WINE_ACCESSORY_SETS,4,16,0,413163,100%
5956,MLM-CLUTCH_SLAVE_CYLINDERS,6,4,0,413163,100%
5958,MLB-TOY_PEDAL_GO_KARTS,9,8,0,413163,100%
5959,MLB-ANTIQUE_RECORDS,6,17,0,413163,100%
5960,MLM-SEWING_KITS,2,4,0,413163,100%
5961,MLB-SUBMERSIBLE_PARTY_LIGHTS,3,1,0,413163,100%
5962,MLB-NAUTICAL_AIR_BLOWERS,8,9,0,413163,100%
5963,MLB-COMPUTER_KEYBOARD_COVERS,28,42,0,413163,100%
5965,MLB-FURNITURE_LEGS,43,58,0,413163,100%
5967,MLM-CUTTING_MATS,3,3,0,413163,100%
5968,MLB-HAIR_CLIPS,19,17,0,413163,100%
5969,MLB-SPORTS_TICKETS,54,75,0,413163,100%
5971,MLM-ZAFUS,4,3,0,413163,100%
5975,MLB-SHOWER_BASES,16,21,0,413163,100%
5976,MLM-CACAO,8,6,0,413163,100%
5977,MLB-AUTOMOTIVE_DISTRIBUTOR_VACUUM_ADVANCES,5,5,0,413163,100%
5979,MLB-MOTORCYCLE_VOLTAGE_REGULATORS,119,140,0,413163,100%
5980,MLM-MANUAL_PET_BALL_LAUNCHERS,1,0,0,413163,100%
5981,MLB-PLASTIC_GRINDING_MACHINES,16,18,0,413163,100%
5982,MLM-HAIR_DYEING_PAPERS,1,0,0,413163,100%
5983,MLB-SCREEN_CLEANERS,10,5,0,413163,100%
5984,MLB-PERCUSSION_MARACAS,4,8,0,413163,100%
5985,MLB-SPORT_DRESSES,13,28,0,413163,100%
5986,MLM-FARM_HOUSES_FOR_SALE,2,1,0,413163,100%
5987,MLM-BABY_STROLLER_WEATHER_SHIELDS,2,2,0,413163,100%
5988,MLM-INFLATABLE_SLIDES,2,2,0,413163,100%
5989,MLM-AUTOMOTIVE_HOOD_INSULATION_PADS,6,4,0,413163,100%
5990,MLM-HORSE_HALTERS,2,2,0,413163,100%
5992,MLB-BONGOS,39,62,0,413163,100%
5993,MLM-HYDRAULIC_POWER_UNITS,2,2,0,413163,100%
5994,MLM-TELESCOPIC_POST_SHORES,2,1,0,413163,100%
5995,MLB-MODEL_AIRCRAFT_ELECTRIC_MOTORS,23,33,0,413163,100%
5996,MLM-GOLF_BALLS,4,4,0,413163,100%
5998,MLM-STICKER_ALBUMS,3,0,0,413163,100%
5999,MLM-MORTAR_MUDDLERS,4,7,0,413163,100%
6000,MLM-SCHOOL_AND_OFFICE_PINS_AND_TACKS,2,5,0,413163,100%
6002,MLM-HAIR_REMOVAL_STRIPS,2,3,0,413163,100%
6003,MLB-CONSTRUCTION_FLEXIBLE_TUBES,11,20,0,413163,100%
6004,MLM-ROCK_CRUSHERS,1,1,0,413163,100%
6005,MLM-MANUAL_OIL_CANS,2,1,0,413163,100%
6006,MLB-FEELER_GAUGES,15,29,0,413163,100%
6007,MLB-MULTIGAME_MACHINE_CARDS,36,55,0,413163,100%
6008,MLM-DRONE_PROPELLERS,4,3,0,413163,100%
6009,MLB-ELECTRIC_VEGETABLE_AND_FRUIT_PEELERS,9,22,0,413163,100%
6011,MLM-RAZOR_CARTRIDGES,3,4,0,413163,100%
6012,MLM-HEADSET_TELEPHONES,4,7,0,413163,100%
6014,MLM-COOKING_PLOW_DISCS,2,3,0,413163,100%
6015,MLB-PENCIL_HOLDERS,42,39,0,413163,100%
6016,MLB-GARDENING_AND_AGRICULTURE_FABRICS_AND_PROTECTIVE_PLASTICS,40,41,0,413163,100%
6018,MLM-DJEMBES,5,1,0,413163,100%
6019,MLM-GOLF_CLUBS_SETS,3,3,0,413163,100%
6020,MLM-TOBACCO_PIPES,1,1,0,413163,100%
6021,MLM-LIP_PLUMPER_DEVICES,2,4,0,413163,100%
6022,MLB-DISC_HARROWS,7,7,0,413163,100%
6024,MLB-MICRODERMABRASION_MACHINES,72,145,0,413163,100%
6025,MLM-REFRIGERATION_STRIP_CURTAINS,3,3,0,413163,100%
6026,MLM-CHINCHILLAS,1,1,0,413163,100%
6027,MLM-ELECTRIC_TIRE_CHANGERS,6,2,0,413163,100%
6028,MLM-FIBER_OPTIC_CLEAVERS,3,7,0,413163,100%
6031,MLM-AUTOMOTIVE_GLOVE_BOXES,1,1,0,413163,100%
6032,MLM-BABY_PHOTOGRAPHIC_POSITIONERS,1,1,0,413163,100%
6033,MLM-WASTE_CONTAINERS,4,2,0,413163,100%
6034,MLB-PDA_CASES_AND_BAGS,8,7,0,413163,100%
6035,MLM-EXPANDED_POLYSTYRENE_SHEETS,8,1,0,413163,100%
6036,MLB-CNC_ROUTERS,68,96,0,413163,100%
6037,MLM-DANCE_METATARSAL_PROTECTORS,3,3,0,413163,100%
6038,MLB-RETAIL_SPACE_FOR_RENT,129,128,0,413163,100%
6040,MLB-FARM_HOUSES_FOR_RENT,77,94,0,413163,100%
6041,MLB-SURFBOARD_TRACTION_PADS,31,40,0,413163,100%
6042,MLB-CRAYONS,36,36,0,413163,100%
6043,MLB-ELECTRIC_FLOAT_SWITCHES,48,57,0,413163,100%
6044,MLM-AUTOMOTIVE_HEADRESTS,4,2,0,413163,100%
6046,MLB-PATIENT_LIFTS,18,8,0,413163,100%
6047,MLB-RECTIFIER_DIODES,84,105,0,413163,100%
6048,MLB-POLYFUSION_DEVICES,26,56,0,413163,100%
6049,MLB-LEARNING_MAZES,47,52,0,413163,100%
6052,MLM-MANUAL_CLOTH_FOLDING_BOARDS,1,1,0,413163,100%
6053,MLB-ELECTRIC_BLANKETS,18,6,0,413163,100%
6054,MLB-AUTOMOTIVE_CLUTCH_DISCS,56,46,0,413163,100%
6055,MLM-BEARING_BALLS,1,0,0,413163,100%
6056,MLB-KITESURF_HARNESSES,6,9,0,413163,100%
6057,MLB-FIBER_OPTIC_CLEAVERS,15,9,0,413163,100%
6059,MLM-PDA,3,5,0,413163,100%
6060,MLB-SHAWLS,6,3,0,413163,100%
6061,MLM-IDENTIFICATION_AND_PRESENTATION_CARD_CUTTERS,3,8,0,413163,100%
6063,MLM-ELECTRIC_VEGETABLE_AND_FRUIT_PEELERS,1,0,0,413163,100%
6064,MLM-INDUSTRIAL_IRONING_BOARDS,2,2,0,413163,100%
6065,MLM-CAT_HOUSES,4,5,0,413163,100%
6066,MLB-ANTIQUE_CHANDELIERS,32,32,0,413163,100%
6067,MLB-ORTHOPEDIC_CANES,8,11,0,413163,100%
6069,MLB-BABY_BOTTLE_BRUSHES,34,27,0,413163,100%
6070,MLB-VEHICLE_ROOF_AIR_COOLERS,28,85,0,413163,100%
6071,MLB-GUN_GRIPS,41,74,0,413163,100%
6072,MLB-BICYCLE_MIRRORS,34,36,0,413163,100%
6074,MLB-BAR_CHIMES,13,12,0,413163,100%
6075,MLM-STATIONARY_ENGINES,6,6,0,413163,100%
6076,MLB-TOILET_BRUSHES,32,35,0,413163,100%
6078,MLB-BUGGYS,76,122,0,413163,100%
6082,MLB-ELBOW_SUPPORTS,29,39,0,413163,100%
6083,MLB-BASIC_FOOD_BASKETS,94,301,0,413163,100%
6084,MLB-AUTOMOTIVE_CLUTCH_FLYWHEELS,22,15,0,413163,100%
6085,MLB-DEVICE_PROGRAMMERS,101,155,0,413163,100%
6086,MLB-MODEL_RAILROADING_TRACKS,20,19,0,413163,100%
6087,MLB-KANGOO_JUMPS,23,24,0,413163,100%
6088,MLB-POKER_TABLES,26,25,0,413163,100%
6089,MLM-MECHANICAL_TALLY_COUNTERS,3,7,0,413163,100%
6090,MLM-GINGERBREADS,1,0,0,413163,100%
6091,MLB-AUTOMOTIVE_CAT_EYE_REFLECTORS,49,63,0,413163,100%
6092,MLM-DOUBLE_BASSES,2,1,0,413163,100%
6094,MLM-HABERDASHERY_FABRIC_FLOWERS,1,0,0,413163,100%
6095,MLM-EXHAUST_MANIFOLD_GASKET_SETS,2,4,0,413163,100%
6096,MLB-PLASTERING_MACHINES,25,63,0,413163,100%
6097,MLM-GROOVE_JOINT_PLIERS,2,3,0,413163,100%
6098,MLM-ROWING_PADDLES,2,0,0,413163,100%
6099,MLB-ROTATING_TOOLS_POLISHING_BRUSHES,150,211,0,413163,100%
6101,MLB-STAMP_PUNCHES,30,57,0,413163,100%
6103,MLB-PLASTIC_INJECTION_MOLDING_MACHINES,17,7,0,413163,100%
6104,MLB-CLEANING_AND_BATH_SPONGE_HOLDERS,3,2,0,413163,100%
6105,MLM-BICYCLE_PROTECTORS,1,1,0,413163,100%
6107,MLB-DRAWING_AND_SKETCH_PADS,15,28,0,413163,100%
6108,MLB-PET_SANITARY_SHOVELS,4,8,0,413163,100%
6110,MLM-NAUTICAL_PARTS,1,1,0,413163,100%
6111,MLB-LATHES,216,351,0,413163,100%
6112,MLM-BICYCLE_WHEEL_AXLES,1,2,0,413163,100%
6114,MLM-SPARK_PLUG_WRENCHES,1,5,0,413163,100%
6118,MLB-CEMENT,26,55,0,413163,100%
6120,MLM-MANUAL_CREASERS,1,1,0,413163,100%
6122,MLB-MODELING_TOOL_SETS,3,1,0,413163,100%
6123,MLM-GLASS_BLOCKS,5,4,0,413163,100%
6125,MLB-MOTORCYCLE_AND_ALL_TERRAIN_VEHICLE_LOADING_RAMPS,20,27,0,413163,100%
6126,MLB-DIAPER_ORGANIZERS,67,53,0,413163,100%
6128,MLB-SPLINTS,21,17,0,413163,100%
6130,MLB-CAPTAIN_ARMBANDS,18,46,0,413163,100%
6131,MLB-TOILET_DEODORIZERS,9,8,0,413163,100%
6132,MLM-GONIOMETERS,1,1,0,413163,100%
6133,MLB-FLYBACK_TRANSFORMERS,24,23,0,413163,100%
6134,MLB-TATTOO_CLIP_CORDS,11,22,0,413163,100%
6135,MLB-VIDEO_GAME_DRUMS,9,11,0,413163,100%
6137,MLM-INDUSTRIAL_DUST_COLLECTORS,1,0,0,413163,100%
6138,MLB-FAX_MACHINES,18,19,0,413163,100%
6139,MLB-MOTORCYCLE_TRANSMISSION_CROWNS,178,277,0,413163,100%
6140,MLB-PET_COLOGNES_AND_PERFUMES,80,73,0,413163,100%
6141,MLB-VIDEO_GAME_GUITARS,36,49,0,413163,100%
6142,MLM-SHUT_OFF_VALVES,2,3,0,413163,100%
6143,MLM-TABLE_TENNIS_SETS,1,1,0,413163,100%
6144,MLM-CUP_DISPENSERS,2,2,0,413163,100%
6145,MLM-PYROTECHNICS,2,1,0,413163,100%
6146,MLM-WASHING_MACHINE_LINT_FILTERS,3,4,0,413163,100%
6147,MLM-TREADMILL_LUBRICANTS,2,1,0,413163,100%
6148,MLM-GARAGE_WALL_PROTECTORS,1,1,0,413163,100%
6151,MLB-MOTORCYCLE_LUGGAGE_RACKS,116,162,0,413163,100%
6152,MLB-CAMERA_CASES,72,99,0,413163,100%
6153,MLB-DRAWING_COMPASSES,20,16,0,413163,100%
6155,MLM-TRAILER_HITCHES,1,0,0,413163,100%
6156,MLM-BABY_JOURNALS,1,1,0,413163,100%
6157,MLB-CONVENTION_TICKETS,15,47,0,413163,100%
6158,MLB-CANVAS_AND_WOODEN_FRAMES,109,195,0,413163,100%
6159,MLB-DECORATIVE_MASKS,3,11,0,413163,100%
6160,MLM-CAMPING_THERMAL_MATS,1,1,0,413163,100%
6163,MLM-GPS_CASES_AND_COVERS,1,1,0,413163,100%
6164,MLM-BUOYANCY_COMPENSATORS,3,2,0,413163,100%
6165,MLB-WATER_SPORTS_BOARD_BAGS,26,44,0,413163,100%
6166,MLB-BATHTUBS,107,268,0,413163,100%
6167,MLB-TIPPED_PLIERS,40,73,0,413163,100%
6169,MLB-MEDICAL_TOURNIQUETS,5,8,0,413163,100%
6170,MLB-INDUSTRIAL_FOOD_PROCESSORS,39,38,0,413163,100%
6171,MLM-MOTORCYCLE_GRAB_BARS,2,2,0,413163,100%
6172,MLM-PASTAS,2,2,0,413163,100%
6173,MLB-CHIPPER_SHREDDERS,60,114,0,413163,100%
6174,MLB-POWER_STEERING_HOSES,106,95,0,413163,100%
6175,MLB-CMOS_CELL_BATTERIES,40,46,0,413163,100%
6176,MLB-ENGINE_VALVE_SPRINGS,9,11,0,413163,100%
6177,MLM-PDA_BATTERIES,2,3,0,413163,100%
6178,MLB-GLASSES_REPLACEMENT_LENSES,16,29,0,413163,100%
6180,MLB-HOME_HEATERS,9,50,0,413163,100%
6181,MLB-CHRISTMAS_WREATHS,93,81,0,413163,100%
6182,MLM-TOOL_ELECTRIC_SHARPENERS,5,4,0,413163,100%
6184,MLB-BICYCLE_BOTTLE_CAGES,107,153,0,413163,100%
6185,MLB-MODEL_RAILROADING_TRAINS,29,42,0,413163,100%
6186,MLB-GRAIN_GRINDING_MACHINES,14,14,0,413163,100%
6187,MLB-FISHING_SINKERS,36,50,0,413163,100%
6188,MLM-CREMATORY_OVENS,1,3,0,413163,100%
6190,MLB-ADULT_ELECTRIC_TRICYCLES,12,19,0,413163,100%
6191,MLM-AUTOMOTIVE_INTERIOR_REARVIEW_MIRRORS,2,2,0,413163,100%
6192,MLM-VEGETABLE_AND_FRUIT_SORTING_MACHINES,1,1,0,413163,100%
6193,MLB-COLLECTIBLE_CANS_BOTTLES_AND_SODA_SIPHONS,93,96,0,413163,100%
6195,MLB-STORE_SHOPPING_CARTS,11,31,0,413163,100%
6196,MLM-BATH_AND_SAUNA_STEAM_GENERATORS,1,1,0,413163,100%
6197,MLM-EROTIC_GARTER_BELTS,2,0,0,413163,100%
6198,MLM-PARTY_HEADBANDS_CROWNS_AND_TIARAS,1,2,0,413163,100%
6199,MLM-EDIBLE_PAPERS,1,0,0,413163,100%
6200,MLB-ELECTRIC_UNICYCLES,29,64,0,413163,100%
6201,MLB-LAWN_MOWER_WHEELS,13,21,0,413163,100%
6202,MLM-EROTIC_WOMEN_SWIMWEAR,2,2,0,413163,100%
6203,MLM-CLIMBING_SLINGS,1,1,0,413163,100%
6204,MLM-SWIMMING_EARPLUGS,3,14,0,413163,100%
6205,MLB-CEREALS,34,40,0,413163,100%
6206,MLB-DOOR_HANDLES,9,11,0,413163,100%
6209,MLM-PHOTOGRAPHY_BACKDROP_STANDS,3,3,0,413163,100%
6211,MLM-EMBROIDERY_NEEDLES,6,12,0,413163,100%
6213,MLB-AUTOMOTIVE_HEATER_VALVES,6,8,0,413163,100%
6214,MLB-MOTORCYCLE_GOGGLES,54,84,0,413163,100%
6217,MLM-ALTERNATOR_PULLEYS,5,2,0,413163,100%
6218,MLM-PENCIL_HOLDERS,2,4,0,413163,100%
6221,MLM-POWER_SUPPLY_TESTERS,4,4,0,413163,100%
6222,MLB-ELECTRIC_SUGAR_CANE_JUICERS,80,113,0,413163,100%
6223,MLB-LIP_LINERS,4,7,0,413163,100%
6224,MLM-AUTOMOTIVE_AC_PANEL_KNOBS,2,2,0,413163,100%
6225,MLM-MOTORCYCLE_BRAKE_RODS,2,3,0,413163,100%
6226,MLB-ACCORDION_STRAPS,24,17,0,413163,100%
6227,MLM-BALLOON_STICKS,1,2,0,413163,100%
6228,MLM-DESICCANT_BAGS,6,8,0,413163,100%
6229,MLM-MOTORCYCLE_WHEEL_SPOKES,3,4,0,413163,100%
6231,MLM-COCKROACHES,3,7,0,413163,100%
6232,MLB-MODELISM_CONNECTORS,22,18,0,413163,100%
6233,MLM-WASHING_MACHINE_DOOR_AND_LID_GASKETS,1,1,0,413163,100%
6234,MLM-OFFICE_STAPLER_STAPLES,3,3,0,413163,100%
6235,MLM-PORTABLE_SMOKING_GUNS,1,0,0,413163,100%
6236,MLM-PEGBOARDS_TOOL_STORAGE,2,4,0,413163,100%
6237,MLM-DISC_CARRYING_CASES,2,3,0,413163,100%
6240,MLB-FRUIT_PULPS,18,37,0,413163,100%
6241,MLM-MAILBOXES,4,4,0,413163,100%
6242,MLB-PERGOLAS,91,134,0,413163,100%
6244,MLB-BIRD_NESTS,25,30,0,413163,100%
6246,MLB-AUTOMOTIVE_IDLE_AIR_CONTROL_VALVES,140,156,0,413163,100%
6251,MLB-POOL_CLEANERS,32,58,0,413163,100%
6252,MLM-MOTORCYCLE_ENGINE_CONNECTING_RODS,4,9,0,413163,100%
6255,MLM-BANJOS,2,2,0,413163,100%
6256,MLB-BICYCLE_BRAKE_AND_SHIFTER_CABLES,19,26,0,413163,100%
6257,MLB-LENS_FILTERS,61,64,0,413163,100%
6258,MLB-HAMBURGER_FORMERS,9,26,0,413163,100%
6260,MLB-COMPUTER_MONITOR_RISER_STANDS,10,12,0,413163,100%
6263,MLB-FIBER_OPTIC_POWER_METERS,13,24,0,413163,100%
6265,MLM-CONDUCTIVITY_METERS,2,1,0,413163,100%
6266,MLM-CANDELABRAS,4,4,0,413163,100%
6268,MLB-BICYCLE_BELLS,16,19,0,413163,100%
6269,MLB-COTTON_SWAB_HOLDERS,17,21,0,413163,100%
6270,MLM-HYDRAULIC_STACKERS,1,3,0,413163,100%
6271,MLB-MOSSES,20,22,0,413163,100%
6272,MLM-MATCHSTICKS,1,1,0,413163,100%
6273,MLM-DECORATIVE_BLANKETS,1,3,0,413163,100%
6274,MLB-FISHING_PANTS,46,38,0,413163,100%
6276,MLM-SAILBOATS,2,2,0,413163,100%
6279,MLB-MARTIAL_ARTS_FOCUS_MITTS_AND_RACKETS,23,41,0,413163,100%
6281,MLM-3D_PRINTER_THERMISTORS,1,0,0,413163,100%
6283,MLM-GARLIC_PRESSES,2,2,0,413163,100%
